400 48000
371 161 88
161 371 88
232 185 48
185 232 48
0 135 72
135 0 72
181 253 93
253 181 93
209 271 22
271 209 22
4 368 45
368 4 45
11 292 62
292 11 62
61 343 81
343 61 81
4 135 35
135 4 35
253 203 47
203 253 47
67 174 60
174 67 60
107 359 45
359 107 45
355 359 81
359 355 81
180 92 86
92 180 86
373 254 9
254 373 9
295 258 30
258 295 30
240 221 22
221 240 22
202 282 65
282 202 65
284 239 0
239 284 0
19 44 56
44 19 56
318 63 82
63 318 82
378 170 93
170 378 93
175 126 5
126 175 5
108 306 97
306 108 97
294 279 51
279 294 51
256 127 62
127 256 62
186 367 83
367 186 83
360 122 18
122 360 18
78 358 57
358 78 57
53 386 99
386 53 99
117 121 77
121 117 77
287 166 4
166 287 4
365 171 13
171 365 13
223 221 59
221 223 59
55 124 15
124 55 15
182 286 53
286 182 53
101 270 14
270 101 14
175 88 92
88 175 92
133 97 22
97 133 22
62 102 61
102 62 61
261 219 34
219 261 34
390 59 0
59 390 0
295 24 24
24 295 24
260 248 45
248 260 45
21 187 37
187 21 37
308 40 38
40 308 38
130 206 14
206 130 14
170 50 99
50 170 99
219 273 14
273 219 14
321 386 75
386 321 75
93 220 18
220 93 18
152 220 65
220 152 65
128 344 25
344 128 25
328 241 44
241 328 44
183 263 83
263 183 83
172 123 24
123 172 24
311 205 82
205 311 82
177 327 33
327 177 33
128 146 6
146 128 6
292 370 64
370 292 64
64 188 68
188 64 68
284 253 49
253 284 49
181 178 77
178 181 77
374 174 13
174 374 13
237 358 85
358 237 85
312 134 48
134 312 48
69 116 77
116 69 77
396 149 6
149 396 6
94 7 48
7 94 48
318 130 15
130 318 15
58 299 52
299 58 52
311 148 33
148 311 33
41 277 59
277 41 59
216 190 49
190 216 49
126 276 61
276 126 61
260 224 31
224 260 31
376 302 27
302 376 27
78 108 74
108 78 74
85 8 40
8 85 40
337 279 70
279 337 70
204 337 21
337 204 21
356 201 69
201 356 69
241 242 47
242 241 47
101 10 89
10 101 89
150 136 65
136 150 65
63 396 42
396 63 42
94 325 44
325 94 44
74 3 4
3 74 4
148 40 64
40 148 64
288 329 43
329 288 43
158 134 81
134 158 81
280 90 34
90 280 34
101 284 76
284 101 76
200 385 87
385 200 87
90 87 75
87 90 75
207 150 24
150 207 24
149 245 49
245 149 49
345 271 4
271 345 4
201 19 44
19 201 44
66 259 74
259 66 74
209 369 60
369 209 60
242 201 2
201 242 2
76 303 86
303 76 86
105 55 71
55 105 71
144 97 58
97 144 58
319 305 61
305 319 61
43 6 6
6 43 6
44 352 77
352 44 77
48 153 48
153 48 48
45 171 7
171 45 7
19 381 28
381 19 28
31 175 30
175 31 30
133 204 85
204 133 85
120 309 40
309 120 40
43 53 38
53 43 38
54 324 95
324 54 95
215 368 1
368 215 1
173 364 53
364 173 53
2 13 59
13 2 59
250 58 30
58 250 30
309 29 63
29 309 63
289 60 39
60 289 39
119 193 95
193 119 95
204 265 4
265 204 4
109 135 15
135 109 15
33 182 82
182 33 82
353 283 55
283 353 55
318 289 9
289 318 9
283 48 11
48 283 11
341 330 20
330 341 20
322 146 61
146 322 61
382 185 81
185 382 81
127 332 37
332 127 37
345 36 34
36 345 34
206 97 21
97 206 21
73 130 55
130 73 55
155 36 39
36 155 39
362 306 28
306 362 28
171 189 28
189 171 28
182 82 58
82 182 58
54 4 4
4 54 4
215 338 41
338 215 41
48 65 73
65 48 73
86 362 61
362 86 61
372 168 58
168 372 58
346 193 41
193 346 41
277 92 62
92 277 62
183 20 33
20 183 33
324 348 15
348 324 15
6 159 21
159 6 21
10 163 37
163 10 37
348 257 85
257 348 85
365 330 23
330 365 23
328 344 48
344 328 48
48 102 46
102 48 46
194 295 47
295 194 47
142 172 40
172 142 40
357 307 12
307 357 12
390 231 61
231 390 61
158 237 20
237 158 20
379 199 35
199 379 35
368 147 92
147 368 92
6 65 75
65 6 75
81 345 71
345 81 71
129 345 73
345 129 73
75 139 69
139 75 69
75 282 93
282 75 93
167 239 53
239 167 53
231 181 84
181 231 84
292 339 74
339 292 74
64 271 73
271 64 73
352 191 21
191 352 21
96 197 86
197 96 86
171 279 83
279 171 83
142 360 28
360 142 28
168 388 68
388 168 68
89 15 2
15 89 2
134 134 0
134 134 0
393 87 65
87 393 65
174 272 10
272 174 10
66 198 74
198 66 74
289 371 78
371 289 78
80 292 75
292 80 75
398 61 13
61 398 13
93 21 42
21 93 42
213 361 62
361 213 62
64 388 62
388 64 62
57 76 28
76 57 28
231 300 38
300 231 38
249 98 64
98 249 64
138 69 43
69 138 43
171 314 18
314 171 18
1 96 16
96 1 16
62 162 61
162 62 61
35 104 74
104 35 74
349 318 76
318 349 76
277 382 17
382 277 17
340 39 93
39 340 93
368 222 93
222 368 93
206 24 43
24 206 43
270 162 12
162 270 12
65 285 78
285 65 78
183 286 75
286 183 75
252 300 37
300 252 37
13 288 93
288 13 93
388 237 11
237 388 11
216 114 45
114 216 45
33 6 84
6 33 84
278 374 58
374 278 58
23 132 82
132 23 82
266 355 97
355 266 97
131 20 82
20 131 82
261 156 69
156 261 69
321 125 73
125 321 73
209 218 13
218 209 13
398 181 30
181 398 30
113 126 15
126 113 15
71 62 46
62 71 46
46 221 69
221 46 69
130 3 88
3 130 88
85 300 19
300 85 19
106 83 80
83 106 80
214 104 69
104 214 69
222 25 94
25 222 94
147 235 65
235 147 65
61 185 46
185 61 46
143 298 25
298 143 25
210 370 87
370 210 87
156 368 8
368 156 8
126 98 64
98 126 64
314 136 16
136 314 16
185 194 99
194 185 99
317 8 55
8 317 55
138 182 81
182 138 81
133 329 68
329 133 68
250 390 53
390 250 53
148 85 4
85 148 4
173 296 26
296 173 26
261 52 46
52 261 46
121 130 96
130 121 96
385 44 32
44 385 32
54 181 26
181 54 26
253 51 34
51 253 34
61 189 68
189 61 68
294 274 98
274 294 98
314 124 40
124 314 40
119 273 26
273 119 26
223 46 74
46 223 74
201 259 26
259 201 26
147 333 9
333 147 9
144 270 53
270 144 53
228 324 87
324 228 87
155 130 38
130 155 38
41 191 27
191 41 27
110 85 2
85 110 2
60 399 78
399 60 78
0 118 51
118 0 51
250 252 95
252 250 95
61 131 95
131 61 95
394 140 91
140 394 91
265 145 19
145 265 19
141 284 26
284 141 26
271 122 68
122 271 68
330 99 4
99 330 4
390 98 82
98 390 82
390 169 86
169 390 86
321 15 88
15 321 88
125 62 49
62 125 49
256 257 44
257 256 44
348 100 61
100 348 61
46 172 2
172 46 2
330 398 26
398 330 26
5 218 88
218 5 88
107 148 88
148 107 88
63 138 38
138 63 38
397 81 59
81 397 59
183 354 74
354 183 74
171 79 37
79 171 37
173 288 46
288 173 46
147 382 34
382 147 34
165 269 10
269 165 10
170 88 51
88 170 51
229 236 91
236 229 91
292 327 81
327 292 81
289 8 41
8 289 41
25 362 67
362 25 67
148 393 56
393 148 56
273 281 3
281 273 3
42 70 2
70 42 2
24 304 73
304 24 73
361 21 42
21 361 42
123 191 30
191 123 30
174 372 67
372 174 67
117 264 94
264 117 94
99 106 54
106 99 54
192 83 68
83 192 68
11 183 13
183 11 13
68 57 95
57 68 95
171 99 65
99 171 65
373 76 21
76 373 21
46 37 43
37 46 43
340 160 86
160 340 86
371 335 59
335 371 59
190 4 23
4 190 23
384 103 81
103 384 81
90 247 16
247 90 16
110 259 0
259 110 0
123 327 57
327 123 57
370 50 8
50 370 8
335 375 84
375 335 84
157 373 21
373 157 21
0 313 34
313 0 34
386 284 21
284 386 21
297 74 25
74 297 25
121 10 81
10 121 81
354 52 28
52 354 28
271 162 39
162 271 39
323 238 66
238 323 66
80 208 16
208 80 16
240 96 91
96 240 91
77 205 64
205 77 64
398 157 78
157 398 78
114 305 93
305 114 93
189 231 14
231 189 14
151 212 20
212 151 20
204 392 43
392 204 43
318 32 66
32 318 66
156 350 98
350 156 98
317 367 39
367 317 39
13 310 16
310 13 16
218 227 66
227 218 66
375 57 51
57 375 51
70 123 56
123 70 56
16 351 2
351 16 2
220 344 45
344 220 45
138 328 12
328 138 12
247 278 10
278 247 10
164 197 1
197 164 1
129 108 17
108 129 17
36 274 96
274 36 96
39 344 19
344 39 19
395 360 84
360 395 84
135 41 0
41 135 0
38 143 20
143 38 20
334 89 10
89 334 10
262 201 9
201 262 9
141 63 73
63 141 73
338 365 2
365 338 2
398 334 1
334 398 1
237 370 75
370 237 75
133 9 72
9 133 72
105 357 32
357 105 32
389 44 73
44 389 73
241 82 69
82 241 69
361 17 58
17 361 58
123 231 11
231 123 11
133 324 74
324 133 74
258 215 39
215 258 39
113 165 74
165 113 74
314 3 96
3 314 96
342 88 58
88 342 58
266 193 15
193 266 15
150 134 59
134 150 59
75 375 93
375 75 93
144 288 62
288 144 62
302 364 94
364 302 94
213 49 18
49 213 18
188 307 33
307 188 33
79 372 99
372 79 99
353 239 54
239 353 54
102 181 94
181 102 94
260 399 40
399 260 40
375 149 74
149 375 74
86 224 2
224 86 2
279 369 42
369 279 42
42 223 6
223 42 6
388 37 55
37 388 55
258 177 63
177 258 63
392 256 87
256 392 87
243 162 26
162 243 26
49 264 59
264 49 59
343 124 58
124 343 58
383 51 7
51 383 7
158 89 32
89 158 32
212 368 53
368 212 53
154 362 76
362 154 76
61 302 65
302 61 65
16 161 42
161 16 42
231 105 51
105 231 51
371 348 13
348 371 13
397 397 0
397 397 0
229 157 40
157 229 40
353 315 76
315 353 76
356 223 34
223 356 34
45 307 98
307 45 98
365 312 52
312 365 52
280 188 65
188 280 65
134 6 82
6 134 82
295 48 65
48 295 65
0 299 36
299 0 36
300 264 86
264 300 86
297 93 43
93 297 43
190 398 10
398 190 10
66 354 33
354 66 33
52 351 92
351 52 92
250 269 56
269 250 56
154 101 97
101 154 97
120 235 3
235 120 3
54 131 51
131 54 51
171 83 3
83 171 3
260 384 67
384 260 67
346 281 61
281 346 61
189 23 59
23 189 59
299 41 66
41 299 66
185 93 69
93 185 69
329 295 38
295 329 38
386 50 39
50 386 39
183 170 75
170 183 75
386 224 58
224 386 58
189 395 41
395 189 41
292 255 25
255 292 25
260 153 59
153 260 59
273 342 34
342 273 34
332 194 76
194 332 76
250 331 69
331 250 69
120 212 65
212 120 65
258 150 67
150 258 67
50 333 37
333 50 37
77 271 13
271 77 13
235 13 60
13 235 60
28 305 68
305 28 68
206 117 21
117 206 21
216 251 27
251 216 27
77 293 49
293 77 49
197 105 14
105 197 14
8 208 33
208 8 33
10 93 22
93 10 22
87 365 35
365 87 35
274 330 95
330 274 95
302 187 63
187 302 63
60 305 37
305 60 37
325 199 53
199 325 53
177 26 15
26 177 15
56 104 8
104 56 8
105 253 65
253 105 65
171 213 73
213 171 73
304 223 19
223 304 19
226 310 36
310 226 36
113 136 66
136 113 66
9 39 53
39 9 53
24 99 10
99 24 10
361 377 10
377 361 10
114 106 36
106 114 36
229 114 40
114 229 40
189 220 46
220 189 46
207 391 59
391 207 59
32 248 83
248 32 83
351 74 45
74 351 45
187 188 82
188 187 82
353 149 73
149 353 73
259 125 24
125 259 24
69 87 53
87 69 53
79 153 59
153 79 59
126 160 76
160 126 76
346 106 83
106 346 83
289 266 68
266 289 68
137 201 71
201 137 71
164 46 59
46 164 59
304 28 64
28 304 64
5 1 75
1 5 75
130 26 45
26 130 45
217 379 76
379 217 76
323 391 44
391 323 44
258 69 57
69 258 57
286 15 63
15 286 63
170 256 81
256 170 81
390 346 82
346 390 82
161 110 81
110 161 81
72 366 9
366 72 9
337 371 63
371 337 63
364 101 41
101 364 41
109 271 72
271 109 72
238 146 15
146 238 15
34 4 84
4 34 84
391 290 51
290 391 51
55 12 8
12 55 8
288 354 54
354 288 54
371 116 16
116 371 16
4 188 82
188 4 82
113 77 53
77 113 53
128 42 6
42 128 6
169 103 29
103 169 29
94 341 75
341 94 75
9 376 31
376 9 31
394 319 74
319 394 74
297 374 38
374 297 38
105 263 93
263 105 93
211 186 9
186 211 9
27 190 49
190 27 49
161 255 79
255 161 79
266 384 73
384 266 73
25 105 28
105 25 28
54 199 22
199 54 22
230 161 50
161 230 50
361 107 69
107 361 69
335 4 96
4 335 96
274 110 11
110 274 11
249 80 53
80 249 53
39 229 14
229 39 14
246 360 81
360 246 81
182 85 6
85 182 6
240 266 12
266 240 12
39 388 42
388 39 42
200 38 56
38 200 56
259 359 91
359 259 91
264 255 17
255 264 17
326 318 36
318 326 36
199 167 16
167 199 16
198 19 5
19 198 5
110 252 39
252 110 39
148 110 79
110 148 79
14 22 19
22 14 19
2 165 71
165 2 71
392 221 31
221 392 31
303 164 47
164 303 47
159 334 73
334 159 73
77 222 72
222 77 72
197 191 77
191 197 77
355 341 96
341 355 96
360 3 48
3 360 48
52 151 58
151 52 58
31 165 32
165 31 32
2 119 97
119 2 97
126 63 70
63 126 70
109 367 87
367 109 87
356 78 73
78 356 73
129 155 95
155 129 95
53 304 38
304 53 38
382 260 79
260 382 79
330 172 35
172 330 35
130 224 86
224 130 86
88 256 4
256 88 4
21 258 23
258 21 23
70 336 39
336 70 39
293 45 6
45 293 6
280 1 84
1 280 84
105 82 91
82 105 91
200 88 96
88 200 96
391 70 56
70 391 56
122 1 28
1 122 28
257 131 5
131 257 5
144 172 61
172 144 61
100 145 71
145 100 71
223 167 8
167 223 8
314 60 5
60 314 5
20 292 7
292 20 7
204 397 41
397 204 41
48 150 29
150 48 29
244 141 52
141 244 52
252 263 5
263 252 5
32 73 36
73 32 36
37 217 60
217 37 60
250 317 57
317 250 57
322 92 25
92 322 25
282 7 85
7 282 85
287 379 30
379 287 30
246 136 27
136 246 27
288 184 29
184 288 29
369 380 70
380 369 70
121 232 86
232 121 86
226 264 59
264 226 59
15 302 28
302 15 28
327 152 97
152 327 97
385 26 41
26 385 41
162 308 48
308 162 48
47 148 80
148 47 80
129 394 16
394 129 16
257 234 0
234 257 0
38 156 80
156 38 80
361 229 64
229 361 64
147 8 28
8 147 28
358 23 30
23 358 30
338 302 35
302 338 35
235 239 61
239 235 61
176 1 22
1 176 22
77 1 70
1 77 70
357 130 16
130 357 16
373 339 3
339 373 3
125 378 59
378 125 59
257 339 40
339 257 40
221 38 48
38 221 48
1 396 23
396 1 23
84 334 26
334 84 26
319 121 65
121 319 65
132 297 67
297 132 67
254 374 68
374 254 68
76 283 50
283 76 50
245 208 90
208 245 90
248 285 68
285 248 68
359 142 59
142 359 59
299 315 97
315 299 97
248 269 45
269 248 45
123 353 31
353 123 31
349 224 52
224 349 52
249 386 63
386 249 63
176 6 39
6 176 39
59 156 84
156 59 84
220 246 84
246 220 84
105 266 95
266 105 95
200 225 47
225 200 47
247 336 19
336 247 19
370 241 50
241 370 50
302 239 22
239 302 22
104 225 37
225 104 37
280 231 76
231 280 76
291 387 13
387 291 13
111 186 49
186 111 49
217 4 45
4 217 45
17 230 44
230 17 44
36 356 91
356 36 91
26 133 80
133 26 80
281 324 54
324 281 54
385 149 91
149 385 91
217 332 19
332 217 19
60 272 84
272 60 84
172 58 34
58 172 34
341 14 31
14 341 31
310 196 75
196 310 75
346 153 66
153 346 66
271 229 79
229 271 79
86 207 65
207 86 65
318 88 89
88 318 89
124 25 39
25 124 39
67 242 23
242 67 23
386 255 95
255 386 95
271 27 5
27 271 5
5 320 20
320 5 20
88 230 16
230 88 16
263 128 69
128 263 69
281 0 98
0 281 98
112 38 58
38 112 58
246 367 32
367 246 32
224 358 99
358 224 99
85 273 29
273 85 29
308 300 34
300 308 34
265 172 54
172 265 54
353 2 23
2 353 23
192 49 83
49 192 83
121 301 39
301 121 39
29 99 58
99 29 58
61 323 68
323 61 68
160 342 2
342 160 2
197 215 31
215 197 31
165 371 40
371 165 40
172 325 95
325 172 95
195 93 78
93 195 78
387 95 13
95 387 13
82 257 34
257 82 34
383 48 63
48 383 63
83 159 76
159 83 76
6 227 36
227 6 36
300 129 33
129 300 33
91 184 26
184 91 26
63 376 50
376 63 50
340 171 45
171 340 45
33 49 84
49 33 84
128 362 67
362 128 67
337 348 2
348 337 2
386 363 37
363 386 37
145 39 96
39 145 96
324 227 96
227 324 96
54 213 12
213 54 12
114 304 48
304 114 48
292 319 25
319 292 25
242 259 96
259 242 96
339 293 98
293 339 98
24 373 12
373 24 12
143 311 61
311 143 61
245 249 76
249 245 76
383 346 68
346 383 68
79 270 95
270 79 95
27 324 60
324 27 60
140 391 65
391 140 65
340 235 84
235 340 84
165 78 44
78 165 44
162 369 89
369 162 89
112 393 14
393 112 14
24 88 25
88 24 25
237 334 26
334 237 26
14 269 72
269 14 72
182 300 43
300 182 43
129 327 67
327 129 67
290 19 10
19 290 10
307 360 46
360 307 46
243 125 76
125 243 76
39 239 45
239 39 45
128 351 91
351 128 91
95 328 79
328 95 79
20 165 13
165 20 13
147 131 34
131 147 34
171 313 34
313 171 34
14 334 85
334 14 85
33 144 44
144 33 44
393 142 87
142 393 87
119 218 27
218 119 27
310 264 7
264 310 7
262 207 2
207 262 2
142 286 75
286 142 75
307 252 74
252 307 74
39 86 45
86 39 45
304 173 12
173 304 12
251 187 46
187 251 46
136 220 42
220 136 42
232 166 37
166 232 37
220 237 55
237 220 55
271 306 61
306 271 61
78 61 3
61 78 3
317 236 63
236 317 63
169 62 2
62 169 2
207 107 58
107 207 58
332 171 10
171 332 10
119 169 98
169 119 98
292 312 31
312 292 31
58 101 3
101 58 3
247 156 2
156 247 2
394 380 60
380 394 60
308 10 73
10 308 73
11 327 61
327 11 61
374 48 23
48 374 23
328 208 83
208 328 83
139 140 54
140 139 54
124 399 4
399 124 4
388 382 14
382 388 14
89 185 61
185 89 61
197 139 7
139 197 7
177 352 15
352 177 15
188 225 79
225 188 79
105 116 62
116 105 62
386 324 45
324 386 45
125 16 52
16 125 52
326 228 76
228 326 76
325 332 16
332 325 16
308 398 5
398 308 5
45 311 2
311 45 2
185 219 32
219 185 32
89 386 20
386 89 20
314 117 39
117 314 39
153 223 7
223 153 7
68 209 31
209 68 31
165 286 48
286 165 48
217 212 28
212 217 28
345 137 61
137 345 61
61 397 11
397 61 11
218 43 23
43 218 23
221 180 94
180 221 94
32 177 35
177 32 35
150 116 41
116 150 41
325 124 9
124 325 9
86 7 74
7 86 74
372 307 44
307 372 44
184 36 89
36 184 89
273 49 3
49 273 3
271 60 21
60 271 21
266 335 94
335 266 94
398 381 99
381 398 99
219 14 76
14 219 76
306 116 93
116 306 93
147 393 69
393 147 69
8 79 76
79 8 76
35 51 84
51 35 84
231 187 72
187 231 72
20 60 21
60 20 21
223 283 33
283 223 33
197 101 69
101 197 69
391 99 50
99 391 50
91 318 16
318 91 16
367 225 84
225 367 84
312 324 77
324 312 77
56 58 20
58 56 20
59 394 51
394 59 51
246 366 23
366 246 23
259 339 99
339 259 99
94 372 96
372 94 96
196 293 39
293 196 39
247 196 30
196 247 30
166 112 50
112 166 50
343 97 14
97 343 14
219 26 96
26 219 96
104 83 6
83 104 6
376 94 52
94 376 52
170 155 4
155 170 4
109 6 98
6 109 98
81 102 94
102 81 94
327 93 42
93 327 42
123 224 60
224 123 60
235 226 55
226 235 55
284 140 26
140 284 26
311 388 83
388 311 83
346 246 11
246 346 11
40 98 91
98 40 91
285 268 98
268 285 98
389 377 4
377 389 4
188 11 58
11 188 58
134 338 51
338 134 51
328 61 27
61 328 27
288 248 53
248 288 53
95 85 46
85 95 46
74 396 86
396 74 86
157 342 33
342 157 33
168 334 31
334 168 31
211 220 52
220 211 52
9 209 29
209 9 29
165 349 92
349 165 92
23 84 82
84 23 82
327 12 95
12 327 95
54 253 44
253 54 44
360 300 81
300 360 81
358 374 77
374 358 77
344 131 71
131 344 71
177 300 57
300 177 57
61 63 77
63 61 77
213 73 39
73 213 39
294 190 88
190 294 88
339 214 24
214 339 24
321 141 37
141 321 37
317 147 42
147 317 42
113 107 42
107 113 42
394 17 17
17 394 17
223 362 0
362 223 0
346 91 52
91 346 52
3 152 16
152 3 16
233 365 41
365 233 41
272 212 31
212 272 31
212 151 97
151 212 97
237 24 90
24 237 90
274 293 38
293 274 38
68 6 97
6 68 97
210 352 15
352 210 15
279 127 29
127 279 29
80 73 20
73 80 20
84 77 73
77 84 73
200 310 90
310 200 90
293 134 54
134 293 54
225 346 5
346 225 5
322 183 30
183 322 30
113 9 75
9 113 75
3 77 82
77 3 82
0 240 86
240 0 86
367 119 14
119 367 14
296 151 39
151 296 39
16 42 88
42 16 88
278 84 82
84 278 82
12 339 7
339 12 7
359 296 81
296 359 81
94 278 46
278 94 46
104 154 1
154 104 1
133 388 2
388 133 2
321 45 40
45 321 40
380 87 32
87 380 32
348 129 73
129 348 73
179 165 55
165 179 55
191 104 14
104 191 14
102 353 47
353 102 47
149 231 46
231 149 46
205 385 47
385 205 47
338 325 49
325 338 49
264 52 23
52 264 23
309 92 41
92 309 41
105 24 80
24 105 80
90 325 61
325 90 61
63 104 26
104 63 26
283 184 2
184 283 2
236 383 51
383 236 51
19 229 56
229 19 56
357 77 46
77 357 46
282 278 10
278 282 10
319 27 94
27 319 94
25 3 74
3 25 74
67 328 35
328 67 35
82 384 14
384 82 14
352 184 97
184 352 97
88 86 85
86 88 85
23 89 4
89 23 4
253 345 61
345 253 61
282 43 44
43 282 44
160 54 78
54 160 78
114 325 57
325 114 57
360 302 13
302 360 13
235 369 93
369 235 93
122 51 78
51 122 78
314 185 95
185 314 95
0 370 19
370 0 19
89 175 72
175 89 72
386 288 54
288 386 54
29 332 66
332 29 66
35 263 32
263 35 32
361 172 93
172 361 93
263 37 80
37 263 80
233 231 54
231 233 54
236 361 43
361 236 43
144 275 28
275 144 28
139 275 51
275 139 51
158 316 78
316 158 78
382 302 66
302 382 66
136 283 51
283 136 51
355 319 66
319 355 66
239 280 90
280 239 90
84 143 28
143 84 28
116 376 11
376 116 11
271 165 24
165 271 24
166 309 99
309 166 99
294 48 26
48 294 26
297 207 42
207 297 42
27 189 96
189 27 96
46 278 79
278 46 79
349 185 98
185 349 98
67 376 78
376 67 78
357 61 22
61 357 22
50 348 0
348 50 0
167 372 66
372 167 66
76 223 13
223 76 13
77 349 10
349 77 10
236 343 90
343 236 90
377 191 36
191 377 36
207 323 85
323 207 85
392 21 52
21 392 52
321 352 61
352 321 61
382 26 99
26 382 99
111 28 99
28 111 99
112 196 24
196 112 24
230 272 47
272 230 47
243 301 49
301 243 49
106 137 44
137 106 44
396 115 36
115 396 36
332 322 59
322 332 59
169 267 32
267 169 32
73 188 84
188 73 84
334 122 62
122 334 62
33 233 91
233 33 91
385 297 87
297 385 87
309 128 11
128 309 11
56 371 65
371 56 65
105 77 2
77 105 2
50 25 17
25 50 17
138 357 40
357 138 40
149 78 59
78 149 59
133 151 47
151 133 47
118 86 69
86 118 69
32 71 2
71 32 2
23 56 52
56 23 52
162 365 80
365 162 80
126 22 51
22 126 51
391 79 81
79 391 81
393 81 6
81 393 6
63 171 16
171 63 16
55 320 46
320 55 46
314 54 98
54 314 98
361 124 36
124 361 36
82 108 7
108 82 7
216 288 46
288 216 46
181 220 24
220 181 24
155 124 67
124 155 67
187 105 13
105 187 13
268 63 76
63 268 76
392 331 83
331 392 83
264 278 97
278 264 97
318 328 10
328 318 10
394 64 44
64 394 44
103 271 80
271 103 80
187 87 21
87 187 21
385 221 41
221 385 41
262 328 65
328 262 65
129 115 22
115 129 22
294 336 86
336 294 86
369 5 92
5 369 92
247 202 63
202 247 63
127 264 9
264 127 9
191 360 64
360 191 64
251 54 62
54 251 62
189 275 55
275 189 55
3 204 21
204 3 21
132 271 43
271 132 43
27 207 81
207 27 81
149 135 51
135 149 51
155 280 50
280 155 50
309 295 78
295 309 78
126 304 21
304 126 21
86 369 36
369 86 36
179 172 43
172 179 43
293 361 18
361 293 18
249 316 74
316 249 74
170 49 98
49 170 98
65 28 5
28 65 5
47 129 93
129 47 93
398 236 73
236 398 73
100 98 68
98 100 68
378 176 24
176 378 24
352 214 93
214 352 93
388 394 66
394 388 66
31 287 79
287 31 79
302 88 96
88 302 96
328 210 97
210 328 97
226 276 77
276 226 77
284 275 58
275 284 58
77 225 47
225 77 47
102 325 45
325 102 45
22 256 73
256 22 73
246 208 87
208 246 87
392 148 33
148 392 33
358 132 21
